number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
893,MERGED,2023-05-09T09:03:51Z,2023-05-10T00:26:40Z,2023-05-10T00:26:40Z,add Build your own VPN/Virtual Switch,"A tutorial project for building you own VPN/Virtual Switch.
Please consider and merge it. Thanks.
@rohitpaulk",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",15.380277777777778
934,MERGED,2023-09-30T06:56:25Z,2023-10-26T20:04:50Z,2023-10-26T20:04:50Z,Fix: Replaced a broken link with alternative from smashingmagazine.com,"Fixes the issue #932 .
Replaced the link with similar article from https://www.smashingmagazine.com/2020/02/cryptocurrency-blockchain-node-js/",1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",637.1402777777778
944,CLOSED,2023-10-11T11:40:19Z,,2023-10-16T17:13:38Z,Update README.md,Resolves #943,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",125.55527777777777
948,CLOSED,2023-10-25T04:24:07Z,,2025-02-05T17:34:00Z,Update README.md,Minor improvements in README.md,1,3,3,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",11269.164722222222
961,CLOSED,2023-11-23T18:00:26Z,,2023-11-24T11:55:09Z,new pull request,,1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",17.911944444444444
1030,CLOSED,2024-04-12T03:57:56Z,,2024-04-14T10:53:53Z,added python commandline tool,An interactive command line tool built using python along with poetry as a package manager.,1,2,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",54.9325
1060,MERGED,2024-06-05T21:00:45Z,2024-06-12T21:49:32Z,2024-06-12T21:49:32Z,fix: fixed broken link from list,closes #1059,1,1,1,{'totalCount': 2},{'totalCount': 6},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",168.81305555555556
1084,CLOSED,2024-06-29T08:23:12Z,,2024-09-13T13:41:27Z,feat: added how to build a cli app with node 2024 guide,"Added the article - Building a CLI App with Node.js in 2024
https://medium.com/nmc-techblog/building-a-cli-with-node-js-in-2024-c278802a3ef5",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1829.3041666666666
1293,CLOSED,2024-12-05T01:45:54Z,,2025-01-23T00:33:38Z,Update README.md,Re-create should not have a hyphen,1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1174.7955555555557
1325,CLOSED,2025-02-04T11:09:30Z,,2025-03-04T12:22:31Z,Update README.md,"changes

Summary by CodeRabbit

Documentation

Updated the table of contents by changing the link text for the database section from ""Database"" to ""Databases"" for improved clarity.",1,1,1,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",673.2169444444445
1396,CLOSED,2025-03-28T11:52:40Z,,2025-03-28T13:35:04Z,add a new operating system tutorial,"add a new operating system tutorial

Summary by CodeRabbit

Documentation

Expanded the resource list by adding ""C: Operating System in 1,000 Lines"" to the Operating System development section.",1,1,0,{'totalCount': 1},{'totalCount': 1},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1.7066666666666668
1406,CLOSED,2025-04-05T19:31:19Z,,2025-04-06T15:03:04Z,Patch 1,"Summary by CodeRabbit

Chores

Introduced an internal scaffold to streamline future enhancements.",2,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",19.529166666666665
1414,MERGED,2025-04-11T18:01:29Z,2025-04-11T19:13:28Z,2025-04-11T19:13:28Z,Add a new tutorial for zig.,"Added: How to Build Your Own CLI App in Zig from Scratch

Summary by CodeRabbit

Documentation

Expanded resources by adding a new tutorial entry titled ""Zig: Build Your Own CLI App in Zig from Scratch."" This guide provides step-by-step instructions for building a command-line tool using Zig.",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1.1997222222222221
110,MERGED,2019-03-27T06:21:02Z,2019-03-27T08:04:40Z,2019-03-27T08:04:40Z,"Add the legal provisions, 😀",,1,13,4,{'totalCount': 2},{'totalCount': 4},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.7272222222222222
242,CLOSED,2019-03-27T07:07:12Z,,2019-03-28T02:53:55Z,en_US,add English version,1,16,0,{'totalCount': 2},{'totalCount': 4},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",19.77861111111111
324,CLOSED,2019-03-27T07:35:37Z,,2019-03-27T15:47:19Z,添加了国际五一劳动节的历史渊源，以及国际歌歌词,其实最好应该再加一个俄罗斯文版本的国际歌歌词。,1,78,0,{'totalCount': 4},{'totalCount': 6},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",8.195
605,CLOSED,2019-03-27T09:08:15Z,,2019-03-28T02:53:22Z,Create 加班公司名单,,1,1,0,{'totalCount': 6},{'totalCount': 8},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",17.751944444444444
693,CLOSED,2019-03-27T09:34:09Z,,2019-03-28T02:35:14Z,blacklist and template,"提供一个简单的黑名单模板。
只有当我们选择不再妥协，压榨才不会那么理所当然",1,15,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",17.018055555555556
857,CLOSED,2019-03-27T10:12:11Z,,2019-03-28T02:35:36Z,当前已知的公司名单,,1,4,0,{'totalCount': 7},{'totalCount': 11},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",16.39027777777778
877,MERGED,2019-03-27T10:18:17Z,2019-03-27T12:30:13Z,2019-03-27T12:30:13Z,fix grammar error,fix grammar error,1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.198888888888889
932,CLOSED,2019-03-27T10:43:35Z,,2019-03-27T14:23:02Z,fix grammer issue in English version,fix grammer issue,1,1,1,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",3.6575
992,MERGED,2019-03-27T11:06:59Z,2019-03-28T02:43:08Z,2019-03-28T02:43:08Z,translate “工作 996，生病 ICU” to english version.,"translate ""工作 996，生病 ICU"" to english version:
996 working with you, will be live in ICU.",1,3,0,{'totalCount': 27},{'totalCount': 31},{'totalCount': 7},"{'owner': '996icu', 'name': '996.ICU'}",15.6025
1644,MERGED,2019-03-27T15:14:41Z,2019-03-28T08:05:51Z,2019-03-28T08:05:51Z,曝光996公司及部门，欢迎曝光和投票,"FeatureHub专为Github提供免费的投票功能支持。
点击下面这个按钮

给黑心公司部门投上反抗的第一票！！！
下面列表实时更新",1,5,0,{'totalCount': 114},{'totalCount': 106},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",16.852777777777778
1739,MERGED,2019-03-27T18:29:15Z,2019-03-28T00:45:44Z,2019-03-28T00:45:44Z,fix english translation,fix english translation,1,8,7,{'totalCount': 1},{'totalCount': 3},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",6.2747222222222225
4601,CLOSED,2019-03-28T03:25:12Z,,2019-03-28T07:39:46Z,fix en_US.md,Fix non-American spelling and some grammar errors,1,9,9,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",4.2427777777777775
5773,MERGED,2019-03-28T04:31:53Z,2019-03-28T07:13:25Z,2019-03-28T07:13:25Z,增加中国大陆规管工时现况,"增加中国大陆规管工时现况,增加中国大陆规管工时现况.
便于与996形成鲜明对比,一目了然.",1,3,0,{'totalCount': 3},{'totalCount': 5},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.692222222222222
6920,MERGED,2019-03-28T05:46:00Z,2019-03-28T07:09:04Z,2019-03-28T07:09:04Z,"fix ""Chinese New Year Party"" to ""annual party""","""Chinese New Year Party"" is wrong，not in Chinese New Year，it is a annual party.",1,1,1,{'totalCount': 1},{'totalCount': 4},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.3844444444444444
11489,CLOSED,2019-03-28T08:14:56Z,,2019-03-28T11:04:09Z,Update README.md,,1,2,0,{'totalCount': 2},{'totalCount': 4},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.8202777777777777
11896,MERGED,2019-03-28T08:24:45Z,2019-03-28T11:07:15Z,2019-03-28T11:07:15Z,去除重复案例,,1,1,3,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.7083333333333335
12775,MERGED,2019-03-28T08:54:17Z,2019-03-28T11:27:55Z,2019-03-28T11:27:55Z,Update a punctuation.,,1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",2.5605555555555557
14205,MERGED,2019-03-28T09:44:57Z,2019-03-29T01:44:48Z,2019-03-29T01:44:48Z,Update ja_JP.md,,1,41,60,{'totalCount': 5},{'totalCount': 6},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",15.9975
15081,CLOSED,2019-03-28T10:49:03Z,,2019-03-29T01:53:50Z,fix zh_CN.md,"修改中文里面的英文 , 逗号 为 中文 ， 逗号",1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",15.079722222222221
15932,MERGED,2019-03-28T12:16:12Z,2019-03-29T02:03:37Z,2019-03-29T02:03:37Z,"Add news sources, laws and regulations. Fix punctuation.",补充简体中文页面消息来源、相关法规，修正个别标点符号。,1,68,28,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",13.790277777777778
16332,MERGED,2019-03-28T13:37:55Z,2019-03-28T16:13:55Z,2019-03-28T16:13:55Z,千里之行，始于足下,我先加一句。,1,4,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 5},"{'owner': '996icu', 'name': '996.ICU'}",2.6
16430,MERGED,2019-03-28T14:05:27Z,2019-03-29T02:50:59Z,2019-03-29T02:50:59Z,文言更新,增加了文言文本,1,34,0,{'totalCount': 15},{'totalCount': 18},{'totalCount': 4},"{'owner': '996icu', 'name': '996.ICU'}",12.758888888888889
16536,CLOSED,2019-03-28T14:29:11Z,,2019-03-28T16:07:55Z,增╃㊋☆文裞朙,增╃㊋☆文裞朙，㊋暒ん錶示狠關繫亊態發展,1,59,0,{'totalCount': 4},{'totalCount': 8},{'totalCount': 3},"{'owner': '996icu', 'name': '996.ICU'}",1.6455555555555557
16557,MERGED,2019-03-28T14:33:14Z,2019-03-28T16:16:41Z,2019-03-28T16:16:41Z,修改成中文括号,,1,1,1,{'totalCount': 0},{'totalCount': 4},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",1.7241666666666666
16651,CLOSED,2019-03-28T14:53:21Z,,2019-03-29T02:30:54Z,停止无意义的吐槽，落实实际行动，具体请进入查看“行动指南”,停止无意义的吐槽，落实实际行动,2,34,0,{'totalCount': 17},{'totalCount': 16},{'totalCount': 5},"{'owner': '996icu', 'name': '996.ICU'}",11.625833333333333
16662,MERGED,2019-03-28T14:57:10Z,2019-03-28T16:06:54Z,2019-03-28T16:06:54Z,"添加logo,建议程序员们,修改自己的社交软件头像,抵制996","添加logo,建议程序员们,修改自己的社交软件头像,抵制996",1,0,0,{'totalCount': 4},{'totalCount': 6},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.1622222222222223
16768,CLOSED,2019-03-28T15:33:07Z,,2019-03-29T02:32:43Z,Add ref to 劳动合同法,,1,27,2,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",10.993333333333334
16790,CLOSED,2019-03-28T15:37:19Z,,2019-03-28T17:08:10Z,修改样式,修改样式,2,31,3,{'totalCount': 1},{'totalCount': 4},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.5141666666666667
16994,CLOSED,2019-03-28T18:35:23Z,,2019-03-29T05:15:54Z,拟定行动纲领，抛砖引玉,,1,21,0,{'totalCount': 67},{'totalCount': 46},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",10.675277777777778
17001,MERGED,2019-03-28T19:16:51Z,2019-03-28T23:18:55Z,2019-03-28T23:18:55Z,把各种语言的翻译的链接放在README.md,这样浏览者可以方便地点在readme上翻译链接 转换到自己最喜欢的语言。,1,5,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",4.0344444444444445
17338,MERGED,2019-03-29T01:15:16Z,2019-03-29T02:47:12Z,2019-03-29T02:47:12Z,更新克林贡语 Add Klingon Languages Support,Add Klingon Languages Support for 996 ICU,1,47,0,{'totalCount': 15},{'totalCount': 16},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.5322222222222222
20611,CLOSED,2019-03-29T05:24:36Z,,2019-03-30T06:12:53Z,ADD related news,添加相关新闻,1,15,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",24.80472222222222
20619,CLOSED,2019-03-29T05:25:39Z,,2019-03-29T10:16:55Z,分离工会活动的repo，添加指向,https://github.com/frogMama/Programmer-Union,1,2,0,{'totalCount': 7},{'totalCount': 9},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",4.854444444444445
21415,CLOSED,2019-03-29T06:24:20Z,,2019-03-29T07:55:34Z,'Algorithm',一个小小的demo。能力有限，还望指正。,1,64,0,{'totalCount': 0},{'totalCount': 4},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",1.5205555555555557
21879,MERGED,2019-03-29T06:43:07Z,2019-03-29T10:24:23Z,2019-03-29T10:24:23Z,0101版本,当生活只剩下0101；拒绝无效的0101,1,102,0,{'totalCount': 5},{'totalCount': 8},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",3.687777777777778
23204,CLOSED,2019-03-29T08:06:57Z,,2019-03-29T10:17:16Z,Create sr-SP.md,塞尔维亚语版本,1,133,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.1719444444444442
23379,CLOSED,2019-03-29T08:16:46Z,,2019-03-30T06:09:35Z,新增签名文件，签署你的 ID 表明你反对 “996” 的立场,新增签名文件，签署你的 ID 表明你反对 “996” 的立场。,1,5,0,{'totalCount': 10},{'totalCount': 14},{'totalCount': 2},"{'owner': '996icu', 'name': '996.ICU'}",21.880277777777778
24559,MERGED,2019-03-29T09:17:43Z,2019-03-29T10:18:32Z,2019-03-29T10:18:32Z,正體中文-->繁體中文,正體中文修改為繁體中文,1,1,1,{'totalCount': 4},{'totalCount': 7},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.013611111111111
24563,MERGED,2019-03-29T09:22:40Z,2019-04-03T15:15:48Z,2019-04-03T15:15:48Z,Create ANTI_996_DAY.MD,"name March 26 in every year to ""ANTI 996 DAY"".
命名每年3月26日为 “反996工作制日”。",1,21,0,{'totalCount': 160},{'totalCount': 93},{'totalCount': 4},"{'owner': '996icu', 'name': '996.ICU'}",125.88555555555556
24565,CLOSED,2019-03-29T09:34:41Z,,2019-03-29T14:08:00Z,Add more useful regulations,补充多项相关法规,1,65,6,{'totalCount': 8},{'totalCount': 8},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",4.5552777777777775
24568,CLOSED,2019-03-29T09:39:37Z,,2019-03-30T02:10:40Z,995->996,,1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",16.5175
24585,CLOSED,2019-03-29T10:48:04Z,,2019-03-30T05:48:43Z,Create my_malaysia.md,,1,105,0,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",19.010833333333334
24591,MERGED,2019-03-29T11:16:15Z,2019-03-30T05:51:07Z,2019-03-30T05:51:07Z,Format Chinese,,2,3,3,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",18.58111111111111
24594,MERGED,2019-03-29T11:26:22Z,2019-03-30T02:28:56Z,2019-03-30T02:28:56Z,remove blank line,,1,0,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",15.042777777777777
24631,MERGED,2019-03-29T14:32:19Z,2019-03-30T06:09:36Z,2019-03-30T06:09:36Z,增加部分法规英文及排版，增加已上市 996 公司股票代码,"增加部分法规英文及排版
增加已上市 996 公司股票代码",2,48,122,{'totalCount': 28},{'totalCount': 28},{'totalCount': 4},"{'owner': '996icu', 'name': '996.ICU'}",15.62138888888889
24633,MERGED,2019-03-29T14:39:08Z,2019-03-29T15:55:42Z,2019-03-29T15:55:42Z,Add a tool to generate LICENSE file commonly or with 996ICU LICENSE,"Write by Python3.
Support GitHub LICENSE code such as mit, agpl-3.0 and so on.
and use 996ICU with command line argument ""--996icu"".
More details in the README.md
添加了一个 Python3 写的小工具用于生成 GitHub 提供的 LICENSE 模板, 并增加了 996ICU 扩展模板的用法.",22,3701,1,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",1.2761111111111112
24649,CLOSED,2019-03-29T16:41:39Z,,2019-03-30T06:25:54Z,鼓励社区更新其他项目的License为996ICU License ，并在主页README上更新996ICU License的完成进度,"之前的项目列表入口有点深，怕大家看不到，主页上明确显示出来。
支持鼓励大家更改自己以前的License成996ICU形式的License。
赛博共产万岁！",1,13,2,{'totalCount': 53},{'totalCount': 25},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",13.7375
24675,MERGED,2019-03-30T02:48:00Z,2019-03-30T06:32:56Z,2019-03-30T06:32:56Z,add 996.LIST,996.ICU 和 996.ICU 的匿名投票列表，方便大家检索，也能防止重复添加。,1,2,0,{'totalCount': 11},{'totalCount': 10},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",3.7488888888888887
24677,MERGED,2019-03-30T02:51:09Z,2019-03-30T05:27:09Z,2019-03-30T05:27:09Z,添加一个指向996.icu的badge，并鼓励人们添加到自己的readme中,"不是所有项目都能更新license，所以添加一个指向996.icu的badge也很重要，利于扩散。
同时列出代码，鼓励人们添加到自己的项目中。",1,2,0,{'totalCount': 4},{'totalCount': 6},{'totalCount': 1},"{'owner': '996icu', 'name': '996.ICU'}",2.6
